n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,wifi,precisions,codes_types_mediations,codes_publics,codes_thematiques,lat,lon,BAN_latitude,BAN_longitude,BAN_adress,BAN_adress_full,BAN_city,BAN_postcode,BAN_depcode
Ref_0449,,31,Toulouse,,La Compagnie du code,,31000,62 rue Matabiau,,62 rue Matabiau 31000 Toulouse,SARL en SCIC,,,05 32 10 83 40,contact@lacompagnieducode.org,https://www.lacompagnieducode.org/,De 14h à 19h en semaine  hors vacances scolaires  de 9h00 à 12h30 et de 14h00 à 17h30 pendant les vacances scolaires,De 14h à 19h en semaine  hors vacances scolaires  de 9h00 à 12h30 et de 14h00 à 17h30 pendant les vacances scolaires,De 14h à 19h en semaine  hors vacances scolaires  de 9h00 à 12h30 et de 14h00 à 17h30 pendant les vacances scolaires,De 14h à 19h en semaine  hors vacances scolaires  de 9h00 à 12h30 et de 14h00 à 17h30 pendant les vacances scolaires,De 14h à 19h en semaine  hors vacances scolaires  de 9h00 à 12h30 et de 14h00 à 17h30 pendant les vacances scolaires,,,Novembre 2020,,,COMP,,Sur notre site internet : https://www.lacompagnieducode.org/ateliers-stages-programmation-informatique-adultes-toulouse/ Carnet de 10 tickets  séances ouvertes les mardi après-midis et les jeudis soirs. 209 € le carnet de 10 tickets  possibilité d'imprimer. Ordinateurs portables. Protocole sanitaire lié au site. Masques et distanciation respectés. Un intervenant pro en accompagnement sur les créneaux ouverts. Possibilité d'en ouvrir d'autres.,,ENT,,,,SENS,,,,REP,,,,,,,,,,,COMP-ENT-SENS-REP,,,43.612572,1.448769,43.612572,1.448769,62 Rue Matabiau,62 Rue Matabiau 31000 Toulouse,Toulouse,31000,31
Ref_0450,,31,Toulouse,,Wild Code School,,31300,18 place Roguet,,18 place Roguet 31300 Toulouse,,,,666476870,audrey.cassagnet@wildcodeschool.com,www.wildcodeschool.com/fr-FR/campus/toulouse,9h à 17h,9h à 17h,9h à 17h,9h à 17h,9h à 17h,,,Novembre 2020,,,PRO,TP,"Formation développeur web intensive : devenez développeur en 5 mois et apprenez à coder en Javascript ou C# !  La formation prépare au titre professionnel ""Développeur Web et Web Mobile"" (équivalent Bac+2)  inscrit au RNCP. Elle est ouverte à tous  sans condition de diplôme ni pré-requis. Nous recherchons avant tout un état d'esprit caractérisé par l'envie de réussir  la créativité pour trouver des solutions et la capacité à travailler en équipe. Le programme de la formation développeur web est très intensif et pratique. L'objectif est de permettre à toute personne  quelque soit son niveau initial  d'acquérir les compétences techniques et humaines nécessaires afin de débuter une carrière dans la tech en tant que développeur web. ",,COMP,TP,Nous organisons une fois par trimestre un atelier de découverte du code  gratuit et ouvert à tous,,,,,,,,,,,,,,,,,PRO-COMP,TP-TP,,43.597473,1.430629,43.597473,1.430629,18 Place Roguet,18 Place Roguet 31300 Toulouse,Toulouse,31300,31
Ref_0451,,11,Escales,,NUM.IN.OC  atelier numérique de l'association ATO MOSSU,,11200,1 rue du Mûrier,,1 rue du Mûrier 11200 Escales,Association,intervention itinérante,,06 32 98 44 76,numinoc@gmail.com,https://www.inclusion-numerique-occitanie.fr/,9 h 00 à 19 h 00 (prendre RDV),9 h 00 à 19 h 00 (prendre RDV),9 h 00 à 19 h 00 (prendre RDV),9 h 00 à 19 h 00 (prendre RDV),9 h 00 à 19 h 00 (prendre RDV),9 h 00 à 19 h 00 (prendre RDV),,Novembre 2020,,,ORDM,SEN-J-DE-E-ALL,,,ACCN,SEN-J-DE-E-ALL,"Capacité d'accueil max. : 3 Toutefois  la particularité de ces ""urgences et ateliers numériques"" sont d'offrir un parcours personnalisé et souvent en lien avec la (les) difficulté(s) rencontrée(s) par l'usager. De fait  num.in.oc privilégie l'accueil et l'accompagnement d'une seule personne à la fois.",,ACCDS,SEN-J-DE-E-ALL,,,ACCDA,SEN-J-DE-E-ALL,,,W,SEN-J-DE-E-ALL,,,APTIC,,,ORDM-ACCN-ACCDS-ACCDA-W,SEN-J-DE-E-ALL-SEN-J-DE-E-ALL-SEN-J-DE-E-ALL-SEN-J-DE-E-ALL-SEN-J-DE-E-ALL,,43.222805,2.696567,43.222805,2.696567,1 Rue du Murier,1 Rue du Murier 11200 Escales,Escales,11200,11
Ref_0452,,31,Montlaur,,Mon Assistant Numérique Nord Lauragais,,31450,1000 Route de Potié,,1000 Route de Potié 31450 Montlaur,Micro-Entrepreneur,Intervention itinérante  possible à domicile ou auprès de structures ou collectivités,,06 07 36 40 17,shumbertdroz@pratimedia.com,https://www.monassistantnumerique.com/home/reseau/accompagnement-numerique-sur-toulouse-et-le-haut-lauragais/,Sur rdv,Sur rdv,Sur rdv,Sur rdv,Sur rdv,,,Novembre 2020,,,ACCN,TP,Possible de mettre à disposition du matériel durant la médiation,,ACCDS,TP,Possible de mettre à disposition du matériel durant la médiation,,COMP,TP,,,,,,,,,,,APTIC,oui,,ACCN-ACCDS-COMP,TP-TP-TP,,43.476707,1.598286,43.476707,1.598286,1000 Route de Potié,1000 Route de Potié 31450 Montlaur,Montlaur,31450,31
Ref_0453,,31,Toulouse,,La Tech Academy,,31000,76 allée Jean Jaurès,,76 allée Jean Jaurès 31000 Toulouse,,,,05 61 72 24 09,info@techacademy.fr,http://www.techacademy.fr,8h30 à 18h,8h30 à 18h,8h30 à 18h,8h30 à 18h,8h30 à 18h,,,Novembre 2020,,,ORDM,TP,2 ordinateurs sont toujours disponibles en libre-service avec un accès internet.,,PRO,TP,Nous proposons des cursus de reconversion professionnelle dans l'informatique avec des cursus pour devenir développeur web  développeur mobile ou devops.,Prestataire : Laurie Pujos,,,,,,,,,,,,,,oui,,ORDM-PRO,TP-TP,,43.60797,1.452579,43.60797,1.452579,76 Allées Jean Jaurès,76 Allées Jean Jaurès 31000 Toulouse,Toulouse,31000,31
Ref_0454,,31,Toulouse,,Secours populaire français,Secours populaire,31200,147 Avenue des Etats Unis,,147 Avenue des Etats Unis 31200 Toulouse,Association,,,05 34 40 34 40,contact@spf31.org,https://www.secourspopulaire.fr/31/,9h00 à 12h00 et de 14h00 à 17h30,9h00 à 12h00 et de 14h00 à 17h30,9h00 à 12h00 et de 14h00 à 17h30,9h00 à 12h00 et de 14h00 à 17h30,9h00 à 12h00 et de 14h00 à 17h30,,,Novembre 2020,,,ORD,TP,,,ACCN,TP,,,REP,TP,Vente de matériel à bas prix,,ACCDA,TP,,,COMP,TP,,,,oui,,ORD-ACCN-REP-ACCDA-COMP,TP-TP-TP-TP-TP,,43.63554,1.43059,43.63554,1.43059,147 Avenue des Etats Unis,147 Avenue des Etats Unis 31200 Toulouse,Toulouse,31200,31
Ref_0455,,31,Saint-lys,,Ordisol,,31470,4 Avenue de Gascogne,,4 Avenue de Gascogne 31470 Saint-lys,Association,Intervention itinérante  possible auprès de structures ou collectivités,samir.chrouki@gmail.com,06 32 51 35 65,contact@ordisol.fr,ordisol.fr,10h-19h,10h-19h,10h-19h,10h-19h,10h-19h,,,Novembre 2020,,,ACCN,TP-DE-ETR-ALL,,,ACCDS,TP-SEN-ALL-DE,,,COMP,,Le matériel (ordinateurs  connexion internet  ) est mis a disposition le temps de l'atelier (3 heures/session). Les cours et thématiques sont dispensés par des professionnels de l'informatique (vidéo projection).,,ENT,TP-SEN-ALL-DE,,,REP,TP-SEN-ALL-DE-F-J,Vente de matériel reconditionné issu du réemploi (dons d'entreprises locale)  pour les personnes en situation de précarité  éloignées de l'emploi et/ou toute personnes souhaitant s'inscrire dans une démarche éco-responsable de réutilisation d'un matériel déjà existant. 120 euros prix moyen d'un ordinateur ORDISOL Adhésion 20 euros comprenant un support pour l'aide a l'utilisation  les manifestations et évènements organisés par ORDISOL,,,,,ACCN-ACCDS-COMP-ENT-REP,TP-DE-ETR-ALL-TP-SEN-ALL-DE-TP-SEN-ALL-DE-TP-SEN-ALL-DE-F-J,,43.514,1.175714,43.514,1.175714,4 Avenue de Gascogne,4 Avenue de Gascogne 31470 Saint-Lys,Saint-Lys,31470,31
Ref_0456,,31,Saint-Lys,, Médi@TIC,CCAS Saint-Lys,31470,1 bis  rue du Presbytère,,1 bis  rue du Presbytère 31470 Saint-Lys,,,,05 62 23 76 77,mediatic@saint-lys.fr,cyberbasesaintlys31.jimdo.com,,10h à 12h30 et de 16h30 à 19h,de 10h à 12h30 et de 13h30 à 18h,,de 16h à 18h,10h30 à 12h30,,Novembre 2020,,,ORDM,TP,,,COMP,TP,Initiation le jeudi de 10h00 à 12h00 Perfectionnement le jeudi de 14h00 à 16h00,,,,,,,,,,,,,,,,,ORDM-COMP,TP-TP,,43.514398,1.178565,43.514398,1.178565,Rue du Presbytere,Rue du Presbytere 31470 Saint-Lys,Saint-Lys,31470,31
Ref_0457,,31,Toulouse,,La rebooterie,,31200,29 bis avenue des Mazades,,29 bis avenue des Mazades 31200 Toulouse,Association,,,,,https://larebooterie.fr/,,,14h à 18h,10h à 12h,16h à 18h,10h à 16h,,Janvier 2021,,,REP,TP,,,COMP,TP,,,,,,,,,,,,,,,,,,REP-COMP,TP-TP,,43.623129,1.441383,43.623129,1.441383,29bis Avenue des Mazades,29bis Avenue des Mazades 31200 Toulouse,Toulouse,31200,31
Ref_0458,,65,Castelnau-Magnoac,65129,Médiathèque,,65230,21 place de l'Estelette,,21 place de l'Estelette 65230 Castelnau-Magnoac,,,,05 62 99 80 62,biblio-castelnau@orange.fr,,,,,,,,,Février 2021,,,ORD,TP,Impression(s) possible(s) : 10 cts par feuille N&B 20 cts feuille couleur,,,,,,,,,,,,,,,,,,,limité,,ORD,TP,,43.29505,0.505823,43.29505,0.505823,21 Place de l'Estelette,21 Place de l'Estelette 65230 Castelnau-Magnoac,Castelnau-Magnoac,65230,65
Ref_0459,,65,Cauterets,65138,Médiathèque Municipale,,65110,2 Esplanade des œufs,,2 Esplanade des œufs 65110 Cauterets,,,,05 62 92 59 96,bibliocauterets@wanadoo.fr,,,,,,,,,Février 2021,,,ORD,TP,Impression(s) possible(s) : 15 cts la feuille N&B,,,,,,,,,,,,,,,,,,,non,,ORD,TP,,42.887476,-0.114472,42.887476,-0.114472,2 Esplanade des Oeufs,2 Esplanade des Oeufs 65110 Cauterets,Cauterets,65110,65
Ref_0461,,65,Trie sur Baïse,65452,France Services - Trie-sur-Baïse,,65220,31 place de la mairie,,31 place de la mairie 65220 Trie sur Baïse,,,,05 62 35 66 00,eref.paysdescoteaux@orange.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,,,Juin 2021,,,ORDM,TP,,,,,,,,,,,,,,,,,,,MFS,oui,,ORDM,TP,,43.320486,0.370906,43.320486,0.370906,31 Place de la Mairie,31 Place de la Mairie 65220 Trie-sur-Baïse,Trie-sur-Baïse,65220,65
Ref_0462,,11,Capendu,,Info Jeunes Minervois - Val de Dagne,,11700,2 rue des Figuères ,,2 rue des Figuères  11700 Capendu,,,,04 68 79 86 99,pij.capendu@carcassonne-agglo-solidarite.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.184142,2.556949,43.184142,2.556949,2 Rue des Figuéres,2 Rue des Figuéres 11700 Capendu,Capendu,11700,11
Ref_0463,,11,Carcassonne,,Info Jeunes Aude - Station Acti City,,11000,48 rue Antoine Marty,,48 rue Antoine Marty 11000 Carcassonne,,,,04 68 25 12 25,bij@acticity.com,https://www.acticity.com,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.216347,2.355838,43.216347,2.355838,48 Rue Antoine Marty,48 Rue Antoine Marty 11000 Carcassonne,Carcassonne,11000,11
Ref_0464,,11,Carcassonne,,Info Jeunes Carcassonne - La Roseraie,,11000,10 rue Alexandre Guiraud,,10 rue Alexandre Guiraud 11000 Carcassonne,,,,04 68 72 89 42,pij.roseraie@carcassonne-agglo-solidarite.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.210812,2.364718,43.210812,2.364718,10 Rue Alexandre Guiraud,10 Rue Alexandre Guiraud 11000 Carcassonne,Carcassonne,11000,11
Ref_0465,,11,Carcassonne,,Info Jeunes Carcassonne - Max Savy,,11000,1 rue Moulin de la Seigne ,,1 rue Moulin de la Seigne  11000 Carcassonne,,,,04 68 71 14 32,pij.max-savy@carcassonne-agglo-solidarite.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.224596,2.351186,43.224596,2.351186,1 Rue du Moulin de la Seigne,1 Rue du Moulin de la Seigne 11000 Carcassonne,Carcassonne,11000,11
Ref_0466,,11,Narbonne,,Info Jeunes Narbonne,,11100,Place Salengro,,Place Salengro 11100 Narbonne,,,,04 68 90 26 66,animation@mjc-narbonne.fr,https://www.acticity.com/,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.185711,3.003112,43.185711,3.003112,Place Roger Salengro,Place Roger Salengro 11100 Narbonne,Narbonne,11100,11
Ref_0467,,11,Bram,,Info Jeunes Piège Lauragais Malepère,,11150,1 avenue Georges Clémenceau,,1 avenue Georges Clémenceau 11150 Bram,,,,04 68 76 69 40,pij@ccplm.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.240412,2.109729,43.240412,2.109729,1 Avenue Clemenceau,1 Avenue Clemenceau 11150 Bram,Bram,11150,11
Ref_0468,,11,Alzonne,,Info Jeunes Alzonne - Michel Escande,,11170,13 rue des Jardins ,,13 rue des Jardins  11170 Alzonne,,,,04 68 24 50 30,pij.michel-escande@carcassonne-agglo-solidarite.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.253471,2.175237,43.253471,2.175237,13 Rue des Jardins,13 Rue des Jardins 11170 Alzonne,Alzonne,11170,11
Ref_0469,,11,Trèbes,,Info Jeunes Trèbes - Les Capucins,,11800,Chemin de La Lande,,Chemin de La Lande 11800 Trèbes,,,,04 68 24 01 37,pij.trebes@carcassonne-agglo-solidarite.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.207858,2.439756,43.207858,2.439756,Chemin de la Lande,Chemin de la Lande 11800 Trèbes,Trèbes,11800,11
Ref_0470,,32,Nogaro,,PIJ Nogaro / CLAN,,32110,CLAN  23 avenue de Daniate,,CLAN  23 avenue de Daniate 32110 Nogaro,,,,05 62 69 02 20,clanogaro@gmail.com,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.763926,-0.031347,43.763926,-0.031347,Avenue Daniate,Avenue Daniate 32110 Nogaro,Nogaro,32110,32
Ref_0471,,32,Auch,,Info Jeunes Gers - Auch,,32000,16 bis rue Rouget de Lisle,,16 bis rue Rouget de Lisle 32000 Auch,,,,05 62 60 21 21,ij@imaj32.fr,http://www.imaj32.fr/bij.php,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.647076,0.592041,43.647076,0.592041,16bis Rue Rouget de Lisle,16bis Rue Rouget de Lisle 32000 Auch,Auch,32000,32
Ref_0472,,32,Condom,,Info Jeunes La Ténarèze,,32100,Gare routière  Boulevard de la Libération,,Gare routière  Boulevard de la Libération 32100 Condom,,,,05 62 68 30 46,pij@cias-tenareze.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.958122,0.375212,43.958122,0.375212,Boulevard de la Liberation,Boulevard de la Liberation 32100 Condom,Condom,32100,32
Ref_0473,,32,Fleurance,,Info Jeunes Fleurance,,32500,62 rue Adolphe Cadéot,,62 rue Adolphe Cadéot 32500 Fleurance,,,,05 62 64 02 04,,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.850282,0.661762,43.850282,0.661762,62 Rue Adolphe Cadéot,62 Rue Adolphe Cadéot 32500 Fleurance,Fleurance,32500,32
Ref_0474,,32,Lectoure,,Info Jeunes Lectoure,,32700,2 cours Gambetta,,2 cours Gambetta 32700 Lectoure,,,,05 62 68 75 47,PIJ-lectoure@wanadoo.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.933522,0.626401,43.933522,0.626401,2 Cours Gambetta,2 Cours Gambetta 32700 Lectoure,Lectoure,32700,32
Ref_0475,,31,Roquettes,,Centre Animation Jeunesse Roquettes,,31120,19 rue Clément Ader,,19 rue Clément Ader 31120 Roquettes,,,,06 07 10 79 7,caj.roquettes@orange.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.498399,1.366958,43.498399,1.366958,19 Rue Clément Ader,19 Rue Clément Ader 31120 Roquettes,Roquettes,31120,31
Ref_0476,,31,Venerque,,PIJ Venerque,,31810,2 rue Jean Jaurès,,2 rue Jean Jaurès 31810 Venerque,,,,05 62 23 53 02,pij.venerque31@gmail.com,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.433295,1.446668,43.433295,1.446668,2 Rue Jean Jaures,2 Rue Jean Jaures 31810 Venerque,Venerque,31810,31
Ref_0477,,31,Toulouse,,Info Jeunes Toulouse Mirail,,31100,6 Chemin Edgard Varèse,,6 Chemin Edgard Varèse 31100 Toulouse,,,,05 61 72 45 37,pijtoulouse@crij.org,https://www.crij.org,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.573614,1.40405,43.573614,1.40405,6 Cheminement Edgard Varèse,6 Cheminement Edgard Varèse 31100 Toulouse,Toulouse,31100,31
Ref_0478,,31,Toulouse,,Info Jeunes Toulouse Quartiers Nord,,31200,1 route de Launaguet,,1 route de Launaguet 31200 Toulouse,,,,05 62 72 23 78,pijtoulouse@crij.org,https://www.crij.org,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.6264,1.437073,43.6264,1.437073,1 Route de Launaguet,1 Route de Launaguet 31200 Toulouse,Toulouse,31200,31
Ref_0479,,31,Toulouse,,Info Jeunes Toulouse Soupetard,,31500,75 rue Louis Plana,,75 rue Louis Plana 31500 Toulouse,,,,05 61 27 91 17,pijtoulouse@crij.org,https://www.crij.org,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.612784,1.477074,43.612784,1.477074,75 Rue Louis Plana,75 Rue Louis Plana 31500 Toulouse,Toulouse,31500,31
Ref_0480,,31,Toulouse,,Info Jeunes Toulouse Empalot,,31400,33 rue Jean Lebas,,33 rue Jean Lebas 31400 Toulouse,,,,05 34 31 09 48,pijtoulouse@crij.org,https://www.crij.org,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.575161,1.439793,43.575161,1.439793,33 Rue Jean Lebas,33 Rue Jean Lebas 31400 Toulouse,Toulouse,31400,31
Ref_0481,,31,Aussonne,,Info Jeunes Aussonne,,31840,3 rue du Fort,,3 rue du Fort 31840 Aussonne,,,,05 34 52 92 64,pij@aussonne.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.683006,1.317759,43.683006,1.317759,3 Rue du Fort,3 Rue du Fort 31840 Aussonne,Aussonne,31840,31
Ref_0482,,31,Revel,,Info Jeunes  Revel,,31250,avenue des Frères Arnaud,,avenue des Frères Arnaud 31250 Revel,,,,05 62 57 84 79,pij31@mairie-revel.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.463816,2.001479,43.463816,2.001479,Avenue des Fréres Arnaud,Avenue des Fréres Arnaud 31250 Revel,Revel,31250,31
Ref_0483,,31,Ramonville Saint Agne,,Info Jeunes Sicoval,,31520,Place Jean Jaurès,,Place Jean Jaurès 31520 Ramonville Saint Agne,,,,05 61 75 10 04,information.jeunesse@sicoval.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.545015,1.484515,43.545015,1.484515,Rue Jean Bouin,Rue Jean Bouin 31520 Ramonville-Saint-Agne,Ramonville-Saint-Agne,31520,31
Ref_0484,,31,Saint Orens de gameville,,Info Jeunes Saint Orens,,31650,Mairie  46 avenue de Gameville,,Mairie  46 avenue de Gameville 31650 Saint Orens de gameville,,,,05 61 39 54 02,pij31.saint.orens@crij.org,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.551891,1.533876,43.551891,1.533876,46 Avenue de Gameville,46 Avenue de Gameville 31650 Saint-Orens-de-Gameville,Saint-Orens-de-Gameville,31650,31
Ref_0485,,31,Plaisance du Touch,,Info Jeunes Plaisance du Touch,,31830,8 avenue de Montaigne,,8 avenue de Montaigne 31830 Plaisance du Touch,,,,05 34 57 16 15,pij@plaisancedutouch.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.563327,1.303617,43.563327,1.303617,8 Avenue Montaigne,8 Avenue Montaigne 31830 Plaisance-du-Touch,Plaisance-du-Touch,31830,31
Ref_0486,,31,Tournefeuille,,Info Jeunes Tournefeuille,,31170,1 rue de l'Ariège,,1 rue de l'Ariège 31170 Tournefeuille,,,,05 62 48 84 10,pij@mairie-tournefeuille.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.588907,1.337142,43.588907,1.337142,1 Avenue de l'Ariège,1 Avenue de l'Ariège 31170 Tournefeuille,Tournefeuille,31170,31
Ref_0487,,31,Toulouse,,Info Jeunes Occitanie,,31000,17 rue de Metz,,17 rue de Metz 31000 Toulouse,,,,05 61 21 20 20,contact@crij.org,https://www.crij.org,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.600319,1.443185,43.600319,1.443185,17 Rue de Metz,17 Rue de Metz 31000 Toulouse,Toulouse,31000,31
Ref_0488,,31,Auterive,,Info Jeunes Auterive,,31190,1 place du Maréchal Leclerc,,1 place du Maréchal Leclerc 31190 Auterive,,,,05 61 50 74 97,lefoyer.auterive@laposte.net,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.352866,1.477881,43.352866,1.477881,1 Place du Marechal Leclerc,1 Place du Marechal Leclerc 31190 Auterive,Auterive,31190,31
Ref_0489,,65,Tarbes,,Info Jeunes Mairie de Tarbes,,65000,3 Rue Colomès de Juillan,,3 Rue Colomès de Juillan 65000 Tarbes,,,,05 62 93 22 12,bij@mairie-tarbes.fr,http://bij.tarbes.pagesperso-orange.fr/,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.234617,0.07326,43.234617,0.07326,3 Rue Colomès de Juillan,3 Rue Colomès de Juillan 65000 Tarbes,Tarbes,65000,65
Ref_0490,,65,Lourdes,,Info Jeunes Lourdes,,65100,8 impasse des Tilleuls,,8 impasse des Tilleuls 65100 Lourdes,,,,05 62 94 31 51,vie.citoyenne.jeunesse@ville-lourdes.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.092417,-0.045255,43.092417,-0.045255,8 Passage des Tilleuls,8 Passage des Tilleuls 65100 Lourdes,Lourdes,65100,65
