n_ref,statut_infos,departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,latitude,longitude
Ref_0456,,31,Saint-Lys,,Médi@TIC,CCAS Saint-Lys,31470,1 bis  rue du Presbytère,,1 bis  rue du Presbytère 31470 Saint-Lys,,,,05 62 23 76 77,mediatic@saint-lys.fr,cyberbasesaintlys31.jimdo.com,,10h à 12h30 et de 16h30 à 19h,de 10h à 12h30 et de 13h30 à 18h,,de 16h à 18h,10h30 à 12h30,,Novembre 2020,,,ORDM,TP,,,COMP,TP,Initiation le jeudi de 10h00 à 12h00 Perfectionnement le jeudi de 14h00 à 16h00,,,,,,,,,,,,,,,,,,43.514398,1.178565,ORDM-COMP,TP-TP,,43.514398,1.178565
Ref_0457,,31,Toulouse,,La rebooterie,,31200,29 bis avenue des Mazades,,29 bis avenue des Mazades 31200 Toulouse,Association,,,,,https://larebooterie.fr/,,,14h à 18h,10h à 12h,16h à 18h,10h à 16h,,Janvier 2021,,,REP,TP,,,COMP,TP,,,,,,,,,,,,,,,,,,,43.623129,1.441383,REP-COMP,TP-TP,,43.623129,1.441383
Ref_0458,,65,Castelnau-Magnoac,65129,Médiathèque,,65230,21 place de l'Estelette,,21 place de l'Estelette 65230 Castelnau-Magnoac,,,,05 62 99 80 62,biblio-castelnau@orange.fr,,,,,,,,,Février 2021,,,ORD,TP,Impression(s) possible(s) : 10 cts par feuille N&B 20 cts feuille couleur,,,,,,,,,,,,,,,,,,,,limité,,43.29505,0.505823,ORD,TP,,43.29505,0.505823
Ref_0459,,65,Cauterets,65138,Médiathèque Municipale,,65110,2 Esplanade des œufs,,2 Esplanade des œufs 65110 Cauterets,,,,05 62 92 59 96,bibliocauterets@wanadoo.fr,,,,,,,,,Février 2021,,,ORD,TP,Impression(s) possible(s) : 15 cts la feuille N&B,,,,,,,,,,,,,,,,,,,,non,,42.887476,-0.114472,ORD,TP,,42.887476,-0.114472
Ref_0461,,65,Trie sur Baïse,65452,France Services - Trie-sur-Baïse,,65220,31 place de la mairie,,31 place de la mairie 65220 Trie sur Baïse,,,,05 62 35 66 00,eref.paysdescoteaux@orange.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30 de 13h30 à 17h00,,,Juin 2021,,,ORDM,TP,,,,,,,,,,,,,,,,,,,MFS,France Services,oui,,43.320486,0.370906,ORDM,TP,,43.320486,0.370906
Ref_0462,,11,Capendu,,Info Jeunes Minervois - Val de Dagne,,11700,2 rue des Figuères,,2 rue des Figuères  11700 Capendu,,,,04 68 79 86 99,pij.capendu@carcassonne-agglo-solidarite.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.184142,2.556949,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.184142,2.556949
Ref_0463,,11,Carcassonne,,Info Jeunes Aude - Station Acti City,,11000,48 rue Antoine Marty,,48 rue Antoine Marty 11000 Carcassonne,,,,04 68 25 12 25,bij@acticity.com,https://www.acticity.com,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.216347,2.355838,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.216347,2.355838
Ref_0464,,11,Carcassonne,,Info Jeunes Carcassonne - La Roseraie,,11000,10 rue Alexandre Guiraud,,10 rue Alexandre Guiraud 11000 Carcassonne,,,,04 68 72 89 42,pij.roseraie@carcassonne-agglo-solidarite.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.210812,2.364718,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.210812,2.364718
Ref_0465,,11,Carcassonne,,Info Jeunes Carcassonne - Max Savy,,11000,1 rue Moulin de la Seigne,,1 rue Moulin de la Seigne  11000 Carcassonne,,,,04 68 71 14 32,pij.max-savy@carcassonne-agglo-solidarite.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.224596,2.351186,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.224596,2.351186
Ref_0466,,11,Narbonne,,Info Jeunes Narbonne,,11100,Place Salengro,,Place Salengro 11100 Narbonne,,,,04 68 90 26 66,animation@mjc-narbonne.fr,https://www.acticity.com/,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.185711,3.003112,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.185711,3.003112
Ref_0467,,11,Bram,,Info Jeunes Piège Lauragais Malepère,,11150,1 avenue Georges Clémenceau,,1 avenue Georges Clémenceau 11150 Bram,,,,04 68 76 69 40,pij@ccplm.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.240412,2.109729,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.240412,2.109729
Ref_0468,,11,Alzonne,,Info Jeunes Alzonne - Michel Escande,,11170,13 rue des Jardins,,13 rue des Jardins  11170 Alzonne,,,,04 68 24 50 30,pij.michel-escande@carcassonne-agglo-solidarite.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.253471,2.175237,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.253471,2.175237
Ref_0469,,11,Trèbes,,Info Jeunes Trèbes - Les Capucins,,11800,Chemin de La Lande,,Chemin de La Lande 11800 Trèbes,,,,04 68 24 01 37,pij.trebes@carcassonne-agglo-solidarite.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.207858,2.439756,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.207858,2.439756
Ref_0470,,32,Nogaro,,PIJ Nogaro / CLAN,,32110,CLAN  23 avenue de Daniate,,CLAN  23 avenue de Daniate 32110 Nogaro,,,,05 62 69 02 20,clanogaro@gmail.com,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.764977,-0.031911,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.763926,-0.031347
Ref_0471,,32,Auch,,Info Jeunes Gers - Auch,,32000,16 bis rue Rouget de Lisle,,16 bis rue Rouget de Lisle 32000 Auch,,,,05 62 60 21 21,ij@imaj32.fr,http://www.imaj32.fr/bij.php,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.647076,0.592041,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.647076,0.592041
Ref_0472,,32,Condom,,Info Jeunes La Ténarèze,,32100,Gare routière  Boulevard de la Libération,,Gare routière  Boulevard de la Libération 32100 Condom,,,,05 62 68 30 46,pij@cias-tenareze.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.958122,0.375212,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.958122,0.375212
Ref_0473,,32,Fleurance,,Info Jeunes Fleurance,,32500,62 rue Adolphe Cadéot,,62 rue Adolphe Cadéot 32500 Fleurance,,,,05 62 64 02 04,,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.850282,0.661762,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.850282,0.661762
Ref_0474,,32,Lectoure,,Info Jeunes Lectoure,,32700,2 cours Gambetta,,2 cours Gambetta 32700 Lectoure,,,,05 62 68 75 47,PIJ-lectoure@wanadoo.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.933522,0.626401,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.933522,0.626401
Ref_0475,,31,Roquettes,,Centre Animation Jeunesse Roquettes,,31120,19 rue Clément Ader,,19 rue Clément Ader 31120 Roquettes,,,,06 07 10 79 7,caj.roquettes@orange.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.498399,1.366958,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.498399,1.366958
Ref_0476,,31,Venerque,,PIJ Venerque,,31810,2 rue Jean Jaurès,,2 rue Jean Jaurès 31810 Venerque,,,,05 62 23 53 02,pij.venerque31@gmail.com,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.433295,1.446668,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.433295,1.446668
Ref_0477,,31,Toulouse,,Info Jeunes Toulouse Mirail,,31100,6 Chemin Edgard Varèse,,6 Chemin Edgard Varèse 31100 Toulouse,,,,05 61 72 45 37,pijtoulouse@crij.org,https://www.crij.org,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.573614,1.40405,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.573614,1.40405
Ref_0478,,31,Toulouse,,Info Jeunes Toulouse Quartiers Nord,,31200,1 route de Launaguet,,1 route de Launaguet 31200 Toulouse,,,,05 62 72 23 78,pijtoulouse@crij.org,https://www.crij.org,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.6264,1.437073,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.6264,1.437073
Ref_0479,,31,Toulouse,,Info Jeunes Toulouse Soupetard,,31500,75 rue Louis Plana,,75 rue Louis Plana 31500 Toulouse,,,,05 61 27 91 17,pijtoulouse@crij.org,https://www.crij.org,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.612784,1.477074,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.612784,1.477074
Ref_0480,,31,Toulouse,,Info Jeunes Toulouse Empalot,,31400,33 rue Jean Lebas,,33 rue Jean Lebas 31400 Toulouse,,,,05 34 31 09 48,pijtoulouse@crij.org,https://www.crij.org,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.575161,1.439793,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.575161,1.439793
Ref_0481,,31,Aussonne,,Info Jeunes Aussonne,,31840,3 rue du Fort,,3 rue du Fort 31840 Aussonne,,,,05 34 52 92 64,pij@aussonne.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.683006,1.317759,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.683006,1.317759
Ref_0482,,31,Revel,,Info Jeunes  Revel,,31250,avenue des Frères Arnaud,,avenue des Frères Arnaud 31250 Revel,,,,05 62 57 84 79,pij31@mairie-revel.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.463816,2.001479,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.463816,2.001479
Ref_0483,,31,Ramonville Saint Agne,,Info Jeunes Sicoval,,31520,Place Jean Jaurès,,Place Jean Jaurès 31520 Ramonville Saint Agne,,,,05 61 75 10 04,information.jeunesse@sicoval.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.545015,1.484515,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.545015,1.484515
Ref_0484,,31,Saint Orens de gameville,,Info Jeunes Saint Orens,,31650,Mairie  46 avenue de Gameville,,Mairie  46 avenue de Gameville 31650 Saint Orens de gameville,,,,05 61 39 54 02,pij31.saint.orens@crij.org,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.551891,1.533876,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.551891,1.533876
Ref_0485,,31,Plaisance du Touch,,Info Jeunes Plaisance du Touch,,31830,8 avenue de Montaigne,,8 avenue de Montaigne 31830 Plaisance du Touch,,,,05 34 57 16 15,pij@plaisancedutouch.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.563327,1.303617,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.563327,1.303617
Ref_0486,,31,Tournefeuille,,Info Jeunes Tournefeuille,,31170,1 rue de l'Ariège,,1 rue de l'Ariège 31170 Tournefeuille,,,,05 62 48 84 10,pij@mairie-tournefeuille.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.588907,1.337142,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.588907,1.337142
Ref_0487,,31,Toulouse,,Info Jeunes Occitanie,,31000,17 rue de Metz,,17 rue de Metz 31000 Toulouse,,,,05 61 21 20 20,contact@crij.org,https://www.crij.org,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.600319,1.443185,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.600319,1.443185
Ref_0488,,31,Auterive,,Info Jeunes Auterive,,31190,1 place du Maréchal Leclerc,,1 place du Maréchal Leclerc 31190 Auterive,,,,05 61 50 74 97,lefoyer.auterive@laposte.net,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.352866,1.477881,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.352866,1.477881
Ref_0489,,65,Tarbes,,Info Jeunes Mairie de Tarbes,,65000,3 Rue Colomès de Juillan,,3 Rue Colomès de Juillan 65000 Tarbes,,,,05 62 93 22 12,bij@mairie-tarbes.fr,http://bij.tarbes.pagesperso-orange.fr/,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.234617,0.07326,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.234617,0.07326
Ref_0490,,65,Lourdes,,Info Jeunes Lourdes,,65100,8 impasse des Tilleuls,,8 impasse des Tilleuls 65100 Lourdes,,,,05 62 94 31 51,vie.citoyenne.jeunesse@ville-lourdes.fr,,,,,,,,,Mars 2021,J,,ORDM,J,,,ACCDA,J,,,ACCDS,J,,,COMP,J,,,ENT,J,,,,,,,43.092417,-0.045255,ORDM-ACCDA-ACCDS-COMP-ENT,J-J-J-J-J-J,,43.092417,-0.045255
Ref_0491,,31,Aurignac,,France Services - Aurignac,,31420,Traverse du Foirail  Bureau de poste,,Traverse du Foirail  Bureau de poste 31420 Aurignac,,,,05 61 90 85 70,msap.aurignac@laposte.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.216499,0.882192,,TP,,43.216499,0.882192
Ref_0492,,31,Baziège,,France Services - Baziege,,31450,13 avenue de l’Hers,,13 avenue de l’Hers   31450 Baziège,,,,06 32 05 67 11,franceservices@ville-baziege.fr,https://www.cohesion-territoires.gouv.fr/france-servicess,e 08h30 à 12h00 de 13h30 à 18h00,de 08h30 à 12h00,de 08h30 à 12h00 de 13h30 à 18h00,de 08h30 à 12h00,de 08h30 à 12h00,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.453282,1.61302,,TP,,43.453282,1.61302
Ref_0493,,31,Boulogne-sur-Gesse,,France Services - Boulogne-sur-Gesse,,31350,4 Boulevard Raymond Bergougnan,,4 Boulevard Raymond Bergougnan 31350 Boulogne-sur-Gesse,,,,05 61 94 74 40,accueil-boulogne@la5c.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 08h00 à 12h00 de 13h00 à 17h00,de 08h00 à 12h00 de 13h00 à 17h00,de 08h00 à 12h00,de 08h00 à 12h00 de 13h00 à 17h00,de 08h00 à 12h00,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.288899,0.644574,,TP,,43.288899,0.644574
Ref_0494,,31,Cadours,,France Services - Cadours,,31480,Rue d'Essling  Bureau de poste,,Rue d'Essling  Bureau de poste 31480 Cadours,,,,05 34 36 25 98,cadours@france-services.gouv.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 14h00 à 17h00,de 09h00 à 12h00 de 14h00 à 17h00,de 09h00 à 12h00 de 14h00 à 17h00,de 09h00 à 11h30 de 14h00 à 17h00,de 09h00 à 12h00 de 14h00 à 17h00,de 09h00 à 12h00,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.7281,1.048082,,TP,,43.7281,1.048082
Ref_0495,,31,Cazères,,France Services - Cazères,,31220,31 Promenade du Campet,,31 Promenade du Campet 31220 Cazères,,,,05 62 01 48 59,franceservices.cazeres@cc-coeurdegaronne.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h30 de 13h30 à 17h00,de 09h00 à 12h30,de 09h00 à 12h30,de 09h00 à 12h30,de 09h00 à 12h30 de 13h30 à 17h00,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.206271,1.088913,,TP,,43.206271,1.088913
Ref_0496,,31,L'Isle-en-Dondon,,France Services - L'Isle-en-Dondon,,31230,18 avenue du Commandant Taillefer,,18 avenue du Commandant Taillefer 31230 L'Isle-en-Dondon,,,,05 62 00 37 51,accueil-lisleendodon@la5c.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 13h00 à 17h00,de 08h00 à 12h00 de 13h00 à 17h00,de 08h00 à 12h00,de 08h00 à 12h00 de 13h00 à 17h00,de 08h00 à 12h00 de 13h00 à 17h00,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.381566,0.833508,,TP,,43.381566,0.833508
Ref_0497,,31,Toulouse,,France Services - Toulouse - Le Mirail,,31100,3 rue de l’Université du Mirail,,3 rue de l’Université du Mirail 31100 Toulouse,,,,06 80 26 23 33,accueil-rgp.319820a@laposte.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h00 de 13h45 à 17h30,de 09h00 à 12h00 de 13h45 à 17h30,de 09h00 à 12h00 de 13h45 à 17h30,de 09h00 à 12h00 de 13h45 à 17h30,de 09h00 à 12h00 de 13h45 à 17h30,de 09h00 à 12h00,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.575237,1.401993,,TP,,43.575237,1.401993
Ref_0498,,65,Lourdes,,France Services - Lourdes,,65100,22 avenue Maréchal Joffre,,22 avenue Maréchal Joffre 65100 Lourdes,,,,05 62 42 54 61,franceservices@ville-lourdes.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 08h30 à 12h00 de 13h30 à 17h30,de 08h30 à 12h00 de 13h30 à 17h30,de 08h30 à 12h00 de 13h30 à 17h30,de 08h30 à 12h00 de 13h30 à 17h30,de 08h30 à 12h00 de 13h30 à 17h30,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.094896,-0.044044,,TP,,43.094896,-0.044044
Ref_0499,,32,Aubiet,,France Services - Aubiet,,32270,14 Avenue du groupe scolaire,,14 Avenue du groupe scolaire 32270 Aubiet,,,,05 62 65 90 48,franceservices-aubiet@laposte.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h00 de 13h30 à 16h00,de 09h00 à 12h00 de 13h30 à 16h00,de 09h00 à 12h00,de 09h00 à 12h00 de 13h30 à 16h00,de 09h00 à 12h00 de 13h30 à 16h00,de 09h00 à 12h00,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.646468,0.785698,,TP,,43.646443,0.785716
Ref_0500,,32,Cazaubon,,France Services - Cazaubon,,32150,Place des Arènes  Bureau de poste,,Place des Arènes  Bureau de poste  32150  Cazaubon,,,,05 62 69 56 06,msap.cazaubon@laposte.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.948916,-0.048067,,TP,,43.948916,-0.048067
Ref_0501,,32,Eauze,,France Services - Eauze,,32800,Place de la République,,Place de la République 32800 Eauze,,,,05 62 09 94 80,franceservices@mairie-eauze.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h00 de 13h30 à 17h30,,,,de 08h30 à 12h00 de 13h30 à 17h30,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.861183,0.101447,,TP,,43.861183,0.101447
Ref_0502,,32,Saint-Clar,,France Services - Saint-Clar,,32380,Place du Foirail,,Place du Foirail 32380 Saint-Clar,,,,05 62 66 41 65,franceservices.saint-clar@laposte.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 13h00 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.892174,0.770503,,TP,,43.892174,0.770503
Ref_0503,,32,Samatan,,France Services - Samatan,,32130,49 rue du Marcadieu,,49 rue du Marcadieu 32130 Samatan,,,,05 62 63 45 77,msap.gestes@orange.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 08h00 à 12h00 de 13h30 à 17h30,de 08h00 à 12h00 de 13h30 à 17h30,de 08h00 à 12h00 de 13h30 à 17h30,de 08h00 à 12h00 de 13h30 à 17h30,de 08h00 à 12h00,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.489748,0.933209,,TP,,43.489748,0.933209
Ref_0504,,32,Seissan,,France Services - Seissan,,32260,1 Place Carnot,,1 Place Carnot 32260 Seissan,,,,,accueil@cc-valdegers.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h00 de 13h30 à 17h30,de 09h00 à 12h00 de 13h30 à 17h30,de 09h00 à 12h00 de 13h30 à 17h30,de 09h00 à 12h00 de 13h30 à 17h30,de 09h00 à 12h00 de 13h30 à 17h30,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.492681,0.592072,,TP,,43.492681,0.592072
Ref_0505,,32,Villecomtal-sur-Arros,,France Services - Villecomtal-sur-Arros,,32730,19 avenue de Gascogne,,19 avenue de Gascogne 32730  Villecomtal-sur-Arros,,,,05 62 64 84 51,contact@cdcaag.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 09h00 à 12h00 de 14h00 à 17h00,de 09h00 à 12h00 de 14h00 à 17h00,de 09h00 à 12h00 de 14h00 à 17h00,de 09h00 à 12h00 de 14h00 à 17h00,de 09h00 à 12h00 de 14h00 à 17h00,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.401922,0.200382,,TP,,43.401922,0.200382
Ref_0506,,32,Aignan,,France Services - Aignan,,32290,Place du Colonel-Parisot,,Place du Colonel-Parisot 32290 Aignan,,,,05 62 09 25 41,msap.aignan@laposte.fr,msap.aignan@laposte.fr,de 09h00 à 12h30 de 14h00 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h00 à 12h00 de 13h30 à 16h30,de 09h30 à 12h00,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.697692,0.08343,,TP,,43.697692,0.08343
Ref_0507,,11,Les Ilhes-Cabardès,,France Services - Les Ilhes-Cabardès,,11380,Route de Mas-Cabardès,,Route de Mas-Cabardès 11380 Les Ilhes-Cabardès,,,,04 68 26 33 22,msap@cdcmontagnenoire.fr,https://www.cohesion-territoires.gouv.fr/france-services,de 08h00 à 13h00 de 13h45 à 17h00,de 08h00 à 13h00 de 13h45 à 17h00,de 08h00 à 13h00,de 08h00 à 13h00 de 13h45 à 17h00,de 08h00 à 13h15,,,Juin 2021,TP,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.363067,2.376678,,TP,,43.363067,2.376678
Ref_0508,,31,Toulouse,,La Cantine  Quai des Savoirs,,31400,39 Allées Jules Guesde,,39 Allées Jules Guesde 31400 Toulouse,Association,,,,,,,,,,14h à 16h30 sauf congés scolaires et vendredis précédents les dits congés.,,,Juin 2021,SEN,,ENT,SEN,Rendez-vous hebdomadaires de seniors dont l'objet est le partage de savoirs numériques (technique et usages) Les rencontres sont gratuites et libres d'accès. Elles sont encadrées par une équipe de 2 à 4 animateurs-trices qui ne sont pas des pros de l'informatique mais des usagers volontaires en général des retraités bénévoles. Chaque personne arrive avec son propre matériel smartphone  tablettes ou PC portable.,Actisse,,,,,,,,,,,,,,,,,,,oui,,43.594758,1.450562,ENT,SEN-SEN,,43.594758,1.450562
