rh_id,n_ref,not_included,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,bloc_mediations,code_label,label_full,wifi,precisions
RH_fiche_598_,Ref_0598,,,34,=34=,CLERMONT-L'HERAULT,,Association APIJE - CLERMONT L'HERAULT,,34800,2 rue Benjamin Guiraudou,,2 rue Benjamin Guiraudou 34800 CLERMONT-L'HERAULT,,,,,,,,https://www.caf.fr/sites/default/files/caf/348/Actualit%C3%A9s/D%C3%A9pliant%20accueil%20sur%20RDV/Depliantaccueilsur%20rendez-vous.pdf,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_599_,Ref_0599,,,34,=34=,GIGNAC,,FACE HERAULT - GIGNAC,Centre social Le Mescladis,34150,10 rue Pierre Curie,,10 rue Pierre Curie 34150 GIGNAC,,,,,,,,https://www.caf.fr/sites/default/files/caf/348/Actualit%C3%A9s/D%C3%A9pliant%20accueil%20sur%20RDV/Depliantaccueilsur%20rendez-vous.pdf,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_600_,Ref_0600,,,34,=34=,LA GRANDE-MOTTE,,Association CLCV - LA GRANDE MOTTE,CCAS La Garrigue Bat C,34280,314 allée André Malraux,,314 allée André Malraux 34280 LA GRANDE-MOTTE,,,,,,,,https://www.caf.fr/sites/default/files/caf/348/Actualit%C3%A9s/D%C3%A9pliant%20accueil%20sur%20RDV/Depliantaccueilsur%20rendez-vous.pdf,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_601_,Ref_0601,,,34,=34=,LODEVE,,Association TRAIT D'UNION - LODEVE,,34700,6 place de la République,,6 place de la République 34700 LODEVE,,,,,,,,https://www.caf.fr/sites/default/files/caf/348/Actualit%C3%A9s/D%C3%A9pliant%20accueil%20sur%20RDV/Depliantaccueilsur%20rendez-vous.pdf,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_602_,Ref_0602,,,34,=34=,MEZE,,LA LIGUE DE L'ENSEIGNEMENT - MEZE,,34140,23 chemin de l'Etang,,23 chemin de l'Etang 34140 MEZE,,,,,,,,https://www.caf.fr/sites/default/files/caf/348/Actualit%C3%A9s/D%C3%A9pliant%20accueil%20sur%20RDV/Depliantaccueilsur%20rendez-vous.pdf,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_603_,Ref_0603,,,34,=34=,SETE,,Agence Retraite de Sète,Immeuble le Settim,34200,97 boulevard Camille Blanc,,97 boulevard Camille Blanc 34200 SETE,,,,,,39 60,,https://www.lassuranceretraite.fr,,,,,,,,,juil-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_604_,Ref_0604,,,34,=34=,PEZENAS,,Lieux d'Accès Multimédia de Pézenas (APP),,34120,2 rue des Docteurs Bastard,,2 rue des Docteurs Bastard 34120 PEZENAS,,,,,,04 67 98 31 10,app.pezenas.servian@gmail.com,,,,,,,,,,juil-22,,Gratuit;Payant;Inscription obligatoire;Sur Rendez-Vous;Sans Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_605_,Ref_0605,,,34,=34=,MARSILLARGUES,,Espace de médiation numérique-permanence MARSILLARGUES (Adages espace famille),Centre socioculturel Louis Nicollin,34590,100 rue Edmond Rostand,,100 rue Edmond Rostand 34590 MARSILLARGUES,,,,,,,,,,,,,,,,,juil-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_606_,Ref_0606,,,34,=34=,GIGEAN,,Espace de médiation numérique-permanence GIGEAN (IFIIP),,34770,13 rue de la République,,13 rue de la République 34770 GIGEAN,,,,,,,,,,,,,,,,,juil-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RH_fiche_607_,Ref_0607,,,34,=34=,SETE,,Point d'Accueil Numérique - Concerthau,,34200,23 A Place Le Sardinal,,23 A Place Le Sardinal 34200 SETE,,,,,,04.67.46.13.40,concerthau@free.fr,http://www.concerthau.com,,,,,,,,,juil-22,,Payant;Inscription obligatoire;Sur Rendez-Vous;Sans Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_608_,Ref_0608,,,34,=34=,MEZE,,Point d'Accueil Numérique - CCAS de Mèze,Résidence le Courrier du Printemps,34140,Rue Edouard et Juliette Massal,,Rue Edouard et Juliette Massal 34140 MEZE,,,,,,04 67 43 60 67,serviceadministratif@ccas-ville-meze.fr,http://www.ville-meze.fr,,,,,,,,,juil-22,,Gratuit;Sans Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_609_,Ref_0609,,,34,=34=,FRONTIGNAN,,Point d'Accueil Numérique - Espace de Vie Sociale Femmes en Languedoc-Roussillon,,34110,5 Avenue Pasteur,,5 Avenue Pasteur 34110 FRONTIGNAN,,,,,,04.34.53.54.62,femmesenlanguedoc@gmail.com,https://femmesenlanguedoc.wordpress.com/,,,,,,,,,juil-22,,Inscription obligatoire;Payant;Sur Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",APTIC,APTIC,,
RH_fiche_610_,Ref_0610,,,34,=34=,MEZE,,Point d'Accueil Numérique - Ligue de l'Enseignement Hérault - Mèze,,34140,23 chemin de l'Etang,,23 chemin de l'Etang 34140 MEZE,,,,,,04 67 43 87 88,sete@laligue34.org,http://www.laligue34.org,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_611_,Ref_0611,,,34,=34=,SETE,,Point d'Accueil Numérique - Ligue de l'Enseignement Hérault - Sète,Résidence Le Globe,34200,79 Avenue Antoine de Saint-Exupéry,,79 Avenue Antoine de Saint-Exupéry 34200 SETE,,,,,,04 67 53 60 29,sete@laligue34.org,http://www.laligue34.org,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",APTIC,APTIC,,
RH_fiche_612_,Ref_0612,,,34,=34=,AGDE,,Point d'Accueil Numérique - IFIIP,,34300,12 bis chemin d'Agde au Mont Saint-Loup,,12 bis chemin d'Agde au Mont Saint-Loup 34300 AGDE,,,,,,04 67 00 29 52,contact@ifiipfr,,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_613_,Ref_0613,,,34,=34=,MONTPELLIER,,Agence Retraite de Montpellier,,34000,72 boulevard Pénélope,,72 boulevard Pénélope 34000 MONTPELLIER,,,,,,39 60,,http://www.lassuranceretraite.fr,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous,,,,,,ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_614_,Ref_0614,,,34,=34=,MONTPELLIER,,Lieu d'Accès Multimédia de l'association Jasmin d'Orient,La maison du vivre ensemble,34070,1 bis rue Jean Vachet,,1 bis rue Jean Vachet 34070 MONTPELLIER,,,,,,04 99 51 62 78,jasmindorient34@gmail.com,https://www.jasmindorient.fr/,,,,,,,,,juil-22,,Gratuit;Sur Rendez-Vous;Sans Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_615_,Ref_0615,,,34,=34=,MEZE,,Relais Numérique Itinérant - APIJE,Résidence le Courrier du Printemps,34140,Rue Edouard et Juliette Massal,,Rue Edouard et Juliette Massal 34140 MEZE,,,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
RH_fiche_616_,Ref_0616,,,34,=34=,MARSEILLAN,,Relais Numérique Itinérant - APIJE,Mairie,34340,1 Rue du Général De Gaulle,,1 Rue du Général De Gaulle 34340 MARSEILLAN,,,,,,04 67 74 08 29,espace.numerique@apije.org,http://apije.org/relai-numerique-itinerant,,,,,,,,,juil-22,,Gratuit;Inscription obligatoire;Sans Rendez-Vous;Sur Rendez-Vous,ACCDA,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,
