rh_id,n_ref,statut_infos,departement,code_departement,ville,code_commune,nom,structure_porteuse,code_postal,adresse,adresse_suite,adresse_full,geo_lat,geo_lon,nature_juridique,type_lieu,rattachement,tel_structure,email_structure,site_internet,lundi,mardi,mercredi,jeudi,vendredi,samedi,dimanche,horaires_semaine,date_maj,public_toutes_actions,conditions_acces_toutes_actions,type_mediation_1,public_si_different_1,conditions_acces_si_diff_1,presta_mediation_1,bloc_mediation_1,type_mediation_2,public_si_different_2,conditions_acces_si_diff_2,presta_mediation_2,bloc_mediation_2,type_mediation_3,public_si_different_3,conditions_acces_si_diff_3,presta_mediation_3,bloc_mediation_3,type_mediation_4,public_si_different_4,conditions_acces_si_diff_4,presta_mediation_4,bloc_mediation_4,type_mediation_5,public_si_different_5,conditions_acces_si_diff_5,presta_mediation_5,bloc_mediation_5,bloc_mediations,code_label,label_full,wifi,precisions,lat,lon,codes_types_mediations,codes_publics,codes_thematiques,code_departement
RH_fiche_405_,Ref_0405,,65,=65=,Séméac,,Restos du Cœur,Restos du coeur,65600,41 rue de la République,,41 rue de la République 65600 Séméac,,,Association,,,,,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.228272,0.10468,ORD,TP,,=65=
RH_fiche_406_,Ref_0406,,65,=65=,Tarbes,,France Services - Tarbes Laubadère,La Poste,65000,10 Avenue Antoine de Saint-exupéry,,10 Avenue Antoine de Saint-exupéry 65000 Tarbes,,,,La Poste,,05 62 51 80 92, tarbes-laubadere@france-services.gouv.fr,https://www.cohesion-territoires.gouv.fr/france-services,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,9:00 - 12:00 / 14:00 - 16:30,-,,<p><br><ul><li>lundi : 9:00 - 12:00 / 14:00 - 16:30</li><li>mardi : 9:00 - 12:00 / 14:00 - 16:30</li><li>mercredi : 9:00 - 12:00 / 14:00 - 16:30</li><li>jeudi : 9:00 - 12:00 / 14:00 - 16:30</li><li>vendredi : 9:00 - 12:00 / 14:00 - 16:30</li><li>samedi : -</li></ul></p>,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.243822,0.063606,,,,=65=
RH_fiche_407_,Ref_0407,,65,=65=,Tarbes,,L'ADR'ESS,LES PETITS DEBROUILLARDS,65000,2 Boulevard Garigliano,,2 Boulevard Garigliano 65000 Tarbes,,,Association,,,06 48 86 91 40,e.portalier@lespetitsdebrouillards.org,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",TL,Tiers lieu,oui,,43.244753,0.063663,ORD,TP,,=65=
RH_fiche_408_,Ref_0408,,65,=65=,Tarbes,,CRESCENDO - PLURIFAB - LA MANUFACTURE,,65000,14 Boulevard Pierre RENAUDET,,14 Boulevard Pierre RENAUDET 65000 Tarbes,,,Association,,,05.62.36.21.34 - 06.10.78.05.87,emmanuel.dubie@crescendo-tarbes.com,,,,,,,,,,,,,FL,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">FabLab</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",TL,Tiers lieu,,,43.244613,0.075044,FL,,,=65=
RH_fiche_409_,Ref_0409,,65,=65=,Tarbes,,bibliothèque Louis Aragon,,65000,31 rue André Fourcade,,31 rue André Fourcade 65000 Tarbes,,,,,,05 62 44 38 98,,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui,,43.236154,0.077966,ORD,TP,,=65=
RH_fiche_410_,Ref_0410,,65,=65=,Tarbes,,bibliothèque Nelson Mandela,,65000,10 avenue Antoine de Saint Exupéry,,10 avenue Antoine de Saint Exupéry 65000 Tarbes,,,,,,05 62 37 99 20,biblio.nelson.mandela@agglo-tlp.fr,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui,,43.243822,0.063606,ORD,TP,,=65=
RH_fiche_411_,Ref_0411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,==
RH_fiche_412_,Ref_0412,,65,=65=,Tarbes,,Association Informatique Tarbaise,,65000,7 rue André Breyer,,7 rue André Breyer 65000 Tarbes,,,Association,,,06 25 39 46 24,,,,,,,,,,,Février 2021,,,ORD,TP,cotisation annuelle 20€ donne accès aux ordinateurs et connexion internet.,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>cotisation annuelle 20€ donne accès aux ordinateurs et connexion internet.</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>cotisation annuelle 20€ donne accès aux ordinateurs et connexion internet.</li></ul></p>",,,oui,,43.236366,0.065331,ORD,TP,,=65=
RH_fiche_413_,Ref_0413,,65,=65=,Tarbes,,St Vincent de Paul,,65000,14 rue Solférino,,14 rue Solférino 65000 Tarbes,,,,,,05 62 51 13 82,,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.239085,0.065776,ORD,TP,,=65=
RH_fiche_414_,Ref_0414,,65,=65=,Tarbes,,Confédération Syndicale des Familles,,65000,33 rue E Ténot,,33 rue E Ténot 65000 Tarbes,,,,,,05 62 38 17 69,,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.23479,0.081453,ORD,TP,,=65=
RH_fiche_415_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,==
RH_fiche_416_,Ref_0416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,==
RH_fiche_417_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,==
RH_fiche_418_,Ref_0418,,65,=65=,Tarbes,,Bureau d'information Jeunesse (BIJ),,65000,3 rue colomès de Juillan,,3 rue colomès de Juillan 65000 Tarbes,,,,,,05 62 93 22 12,jeunesseviecitoyenne@mairie-tarbes.fr,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui <26 ans,,43.234617,0.07326,ORD,TP,,=65=
RH_fiche_419_,Ref_0419,,65,=65=,Tarbes,,point jeunes Laub'ados,,65000,26 rue Guynemer,,26 rue Guynemer 65000 Tarbes,,,,,,05 62 36 31 68,jeunesse.nord@mairie-tarbes.fr,,9h-12h et 14h-18h,9h-12h et 14h-18h,9h-12h et 14h-18h,9h-12h et 14h-18h,9h-12h et 14h-18h,,,<p><br><ul><li>lundi : 9h-12h et 14h-18h</li><li>mardi : 9h-12h et 14h-18h</li><li>mercredi : 9h-12h et 14h-18h</li><li>jeudi : 9h-12h et 14h-18h</li><li>vendredi : 9h-12h et 14h-18h</li></ul></p>,Février 2021,,,ORDM,J,Possibilité d'impression,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>Possibilité d'impression</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>Possibilité d'impression</li></ul></p>",,,oui,,43.242443,0.056576,ORDM,J,,=65=
RH_fiche_420_,Ref_0420,,65,=65=,Tarbes,,Solidarité avec les Gens du Voyage (SAGV),,65000,17 avenue Joffre,,17 avenue Joffre 65000 Tarbes,,,,,,05 62 36 76 44,sagv65@wanadoo.fr,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.239617,0.071922,ORD,TP,,=65=
RH_fiche_421_,Ref_0421,,65,=65=,Tarbes,,atelier Canopé,,65000,11 rue G. Magnoac,,11 rue G. Magnoac 65000 Tarbes,,,,,,05 62 44 36 36,,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui,,43.234173,0.075699,ORD,TP,,=65=
RH_fiche_422_,Ref_0422,,65,=65=,Tarbes,,Portes Ouvertes,,65000,6 cité Mouysset,,6 cité Mouysset 65000 Tarbes,,,,,,06 33 42 80 52,,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,oui,,43.225474,0.089474,ORD,TP,,=65=
RH_fiche_423_,Ref_0423,,31,=31=,Toulouse,,Maison de l'orientation ,,31100,57 allée de Bellefontaine,,57 allée de Bellefontaine 31100 Toulouse,,,,,Conseil Régional,05 61 33 48 48 ,,maisondelorientation.toulouselaregion.fr,13h30 - 17h,8h30 - 12h30 / 13h30 - 17h,8h30 - 12h30 / 13h30 - 17h,8h30 - 12h30 / 13h30 - 17h,8h30 - 12h30 / 13h30 - 16h30,,,<p><br><ul><li>lundi : 13h30 - 17h</li><li>mardi : 8h30 - 12h30 / 13h30 - 17h</li><li>mercredi : 8h30 - 12h30 / 13h30 - 17h</li><li>jeudi : 8h30 - 12h30 / 13h30 - 17h</li><li>vendredi : 8h30 - 12h30 / 13h30 - 16h30</li></ul></p>,Mars 2021,TP,Gratuit,ORDM,TP,Accueil avec accompagnement  impression et scan,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Accueil avec accompagnement  impression et scan</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>Accueil avec accompagnement  impression et scan</li></ul></p>",,,,,43.565245,1.400657,ORDM,TP-TP,,=31=
RH_fiche_424_,Ref_0424,,65,=65=,Trie sur baïse,,restos du cœur,Restos du coeur,65220,3 place de la Mairie,,3 place de la Mairie 65220 Trie sur baïse,,,Association,,,,,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.321167,0.370777,ORD,TP,,=65=
RH_fiche_425_,Ref_0425,,31,=31=,Toulouse,,Espace Séniors connectés,,31100,14 place Abbal,,14 place Abbal 31100 Toulouse,,,,,Toulouse métropole,05 31 22 98 41 ,,,Point info séniors : 8h30 - 11h30,,,Point info séniors : 8h30 - 11h30 ; Espace séniors connectés : 13H30 - 15H,,,,<p><br><ul><li>lundi : Point info séniors : 8h30 - 11h30</li><li>jeudi : Point info séniors : 8h30 - 11h30 ; Espace séniors connectés : 13H30 - 15H</li></ul></p>,Mars 2021,SEN,Séniors de plus de 60 ans retraités : 5 euros / Séniors de plus de 60 ans actifs : 8 euros / 11 euros pour les non toulousains,COMP,SEN,Initiation à l'informatique et aide aux démarches; cafés numériques,AGIR ABCD,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>Seniors</li><br><li><b>infos : </b><br>Initiation à l'informatique et aide aux démarches; cafés numériques</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ateliers informatiques de montée en compétences</p><p><ul><li><b>public : </b><br>Seniors</li><br><li><b>infos : </b><br>Initiation à l'informatique et aide aux démarches; cafés numériques</li></ul></p>",,,,,43.571328,1.401353,COMP,SEN-SEN,,=31=
RH_fiche_426_,Ref_0426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,==
RH_fiche_427_,Ref_0427,,11,=11=,Carcassonne,,Info Jeunes Carcassonne - Montsarrat,,11000,Avenue Jules Verne,,Avenue Jules Verne 11000 Carcassonne,,,,,,04 68 47 85 73,pij.montsarrat@carcassonne-agglo-solidarite.fr,,,,,,,,,,Mars 2021,J,,ORDM,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDA,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.208205,2.330415,ORDM-ACCDA-ACCDS-SENS,J-J-J-J-J,,=11=
RH_fiche_428_,Ref_0428,,65,=65=,Vic en Bigorre,,Maison des Jeunes et de la Culture,,65500,17 Rue Barère de Vieuzac,,17 Rue Barère de Vieuzac 65500 Vic en Bigorre,,,,Centre social,,05 62 31 61 00 / 06 52 96 20 05,,www.mjcvic.fr,,,,,,,,,Février 2021,TP,Libre,ORD,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>non renseigné</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.384458,0.05662,ORD,TP,,=65=
RH_fiche_429_,Ref_0429,,65,=65=,Vic en Bigorre,,France Services - Vic-en-Bigorre,CC Adour Madiran,65500,21 Place du Corps Franc Pommies,,21 Place du Corps Franc Pommies 65500 Vic en Bigorre,,,Collectivité territoriale,,,06 08 86 42 99,msap@adour-madiran.fr,https://www.cohesion-territoires.gouv.fr/france-services,8:30 - 12:30,8:30 - 12:30 / 14:00 - 18:00,8:30 - 12:30 / 14:00 - 18:00,8:30 - 12:30 / 14:00 - 18:00,8:30 - 12:30 / 14:00 - 17:00,-,,<p><br><ul><li>lundi : 8:30 - 12:30</li><li>mardi : 8:30 - 12:30 / 14:00 - 18:00</li><li>mercredi : 8:30 - 12:30 / 14:00 - 18:00</li><li>jeudi : 8:30 - 12:30 / 14:00 - 18:00</li><li>vendredi : 8:30 - 12:30 / 14:00 - 17:00</li><li>samedi : -</li></ul></p>,Juin 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFS,France Services,,,43.38676,0.054881,,,,=65=
RH_fiche_430_,Ref_0430,,65,=65=,Vic en Bigorre,,Restos du Cœur,Restos du coeur,65500,17 rue Barrère de Vieuzac,,17 rue Barrère de Vieuzac 65500 Vic en Bigorre,,,Association,,,,,,,,,,,,,,Février 2021,,,ORD,TP,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,,,,,,,,,,,,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur en libre service</p><p><ul><li><b>public : </b><br>tout public</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,non,,43.384458,0.05662,ORD,TP,,=65=
RH_fiche_431_,Ref_0431,,11,=11=,Lézignan-Corbières,,Info Jeunes Lézignan MJC,,11200,25 rue Marat,,25 rue Marat 11200 Lézignan-Corbières,,,,,,04 68 27 03 34,mjc.lezignan.corbieres@wanadoo.fr,,,,,,,,,,Mars 2021,J,,ORDM,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDA,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",ACCDS,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",SENS,J,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,,"<hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Ordinateur avec médiateur.rice</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel approfondi accès aux droits</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Accompagnement individuel accès aux droits simple</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p><hr><p class=""has-text-weight-semibold has-text-primary has-text-primary-c mb-1"">Sensibilisation autour du numérique</p><p><ul><li><b>public : </b><br>jeunes</li><br><li><b>infos : </b><br>non renseigné</li></ul></p>",,,,,43.199696,2.757916,ORDM-ACCDA-ACCDS-SENS,J-J-J-J-J,,=11=
